688 408 680 299 632 181 491 192 466 314 451 412 613 396 534 400 533 554 634 550 558 684 645 696 
687 402 678 292 628 178 497 188 477 308 458 411 613 395 539 399 537 547 633 549 568 681 647 696 
666 395 669 291 628 177 504 185 493 301 469 404 613 391 540 391 536 542 631 545 579 681 648 696 
639 383 651 289 624 178 508 183 506 293 485 396 612 390 543 390 535 532 629 538 576 676 647 694 
609 376 627 289 607 181 510 183 516 294 497 395 608 390 543 390 527 522 624 534 557 667 648 692 
584 381 608 295 588 189 511 190 520 298 503 396 604 391 544 393 524 511 622 534 529 651 647 690 
580 388 600 307 571 194 511 200 517 304 503 405 588 391 544 394 523 514 608 529 530 645 647 684 
576 391 580 306 559 198 509 206 515 308 502 410 573 391 538 396 522 518 588 521 533 646 640 655 
551 402 558 309 538 206 503 211 514 316 499 416 546 390 523 396 515 519 548 509 533 647 591 624 
502 403 514 309 504 211 504 211 515 319 498 417 524 392 521 396 513 520 518 505 535 641 548 611 
490 396 497 309 489 211 503 211 515 318 496 416 508 391 514 396 513 528 504 503 535 642 527 610 
475 391 486 310 482 218 503 214 516 317 494 416 494 392 504 398 509 527 481 498 535 639 509 611 
454 391 469 315 466 225 502 221 517 319 495 416 474 393 501 399 504 527 453 500 533 639 472 598 
435 392 448 323 443 239 501 228 523 322 500 416 460 393 498 399 497 521 443 500 532 639 457 598 
425 398 430 332 424 255 498 239 527 327 517 420 454 397 496 400 493 518 439 502 529 632 454 600 
412 409 414 343 408 271 493 260 528 339 531 425 449 406 495 406 473 515 431 503 522 621 456 602 
403 419 402 356 395 287 486 272 526 351 543 432 448 412 495 408 467 510 430 504 511 609 454 603 
397 440 396 372 387 303 484 288 525 367 545 442 447 417 496 412 467 505 433 504 492 603 457 602 
395 454 392 387 382 321 478 303 519 378 541 453 442 422 492 414 468 506 430 508 490 600 456 601 
399 466 389 399 383 335 475 318 516 386 539 461 443 425 491 418 470 506 426 505 493 600 457 601 
405 481 391 413 384 347 475 333 515 401 536 475 444 427 492 423 472 507 425 505 495 601 453 601 
409 486 391 420 384 358 474 341 514 409 535 483 445 431 492 425 476 506 425 505 494 597 456 602 
411 485 391 426 383 364 474 347 513 418 534 491 445 435 493 425 486 496 423 507 494 596 458 602 
411 481 390 426 385 368 475 352 512 421 535 494 447 440 493 429 486 498 423 510 494 596 456 603 
410 480 390 429 386 373 476 356 512 426 536 498 448 444 495 432 506 499 424 513 495 598 457 603 
412 485 393 432 387 375 476 356 513 429 537 502 448 446 497 434 510 499 425 513 496 596 458 603 
412 488 396 433 388 376 477 357 514 430 537 500 449 445 499 434 505 500 425 512 495 597 458 603 
416 490 397 432 389 376 479 356 516 429 536 501 449 444 500 433 506 496 426 509 494 595 460 603 
417 486 397 429 390 373 482 353 519 426 536 500 451 445 501 433 507 492 426 508 499 587 457 603 
417 484 401 429 391 372 485 350 521 424 536 499 452 445 503 433 526 488 426 505 507 589 456 603 
421 479 406 427 396 369 489 348 527 421 536 497 456 445 507 433 520 502 427 506 514 601 455 604 
429 479 414 428 402 367 496 347 531 421 539 497 462 445 513 434 518 512 428 508 516 610 454 605 
435 485 418 428 410 366 504 346 539 420 543 499 468 444 520 435 515 517 431 509 517 616 455 604 
439 486 420 427 417 364 512 343 548 419 551 499 475 444 528 436 519 520 434 508 520 617 461 600 
442 495 423 427 421 359 518 341 555 419 557 498 477 443 530 436 520 520 437 504 521 618 471 599 
446 490 425 425 426 356 523 341 559 419 562 498 481 442 535 436 519 521 444 507 523 617 476 605 
449 488 429 424 428 355 525 339 564 419 567 499 483 442 536 436 521 520 451 507 525 616 477 608 
456 486 434 424 432 355 529 339 570 418 573 499 487 444 539 439 520 523 459 513 524 618 479 614 
459 485 435 423 433 354 532 339 573 418 579 500 488 445 542 441 519 522 458 519 522 618 480 617 
461 482 437 422 436 354 535 339 577 419 584 503 491 449 544 446 516 521 460 520 522 618 480 621 
460 481 438 422 437 356 537 342 582 421 587 504 493 451 546 449 513 520 459 519 521 619 480 623 
462 481 440 423 439 359 537 345 586 421 590 504 496 455 549 453 511 520 458 518 521 620 480 621 
460 492 441 426 440 364 537 351 591 423 592 505 499 459 552 457 505 520 457 518 521 619 480 620 
459 501 446 434 443 370 540 356 595 426 593 507 503 464 556 461 501 521 456 518 520 619 479 620 
461 513 453 444 449 378 543 363 601 429 596 507 511 475 561 472 497 521 455 516 520 619 479 621 
465 506 456 447 455 382 547 368 605 430 596 507 517 479 566 475 487 521 455 515 513 619 479 621 
465 513 456 457 460 388 550 371 609 432 596 508 521 488 570 484 484 517 449 513 512 619 480 621 
464 517 457 461 464 389 553 373 615 433 598 508 522 492 571 488 485 512 449 512 515 611 476 621 
463 526 458 462 467 388 557 372 619 434 598 509 521 493 570 489 486 509 434 501 515 611 457 620 
463 524 463 463 469 388 558 370 618 434 600 509 522 494 571 489 497 509 437 500 515 611 435 617 
464 523 466 463 468 391 556 369 616 434 600 509 520 495 570 490 497 507 437 501 515 612 430 618 
466 522 468 463 466 392 554 370 614 433 600 509 520 495 569 491 497 507 437 501 500 612 431 618 
469 520 466 464 464 393 554 370 612 433 600 509 521 495 569 491 497 507 438 501 496 612 430 618 
468 519 458 467 462 394 550 370 611 431 600 506 520 495 568 490 490 507 438 502 494 613 432 618 
463 525 446 469 457 395 545 370 610 430 600 505 519 496 568 490 491 504 434 500 493 613 433 618 
451 523 437 469 453 394 544 371 608 430 593 505 516 496 565 492 479 504 428 501 495 611 432 618 
440 523 431 461 451 393 544 370 601 433 583 507 509 495 560 492 476 505 421 501 496 615 429 620 
436 522 430 456 450 386 544 369 593 438 571 510 499 495 551 492 471 505 415 501 488 612 427 620 
432 508 429 442 450 378 547 369 587 442 564 511 490 494 543 493 459 505 404 501 460 618 423 620 
425 501 426 438 452 374 552 370 585 449 557 516 483 493 536 494 454 506 396 501 446 621 417 622 
420 495 423 432 452 372 552 373 583 453 552 518 477 491 530 494 456 513 394 502 440 631 414 621 
416 495 421 432 451 372 552 376 581 455 549 519 471 491 525 496 457 512 395 502 437 633 406 621 
410 491 415 432 448 372 547 377 578 453 548 518 466 491 520 496 460 511 396 502 439 636 394 622 
407 493 409 432 441 372 539 377 574 451 546 517 462 490 515 496 462 512 398 503 438 638 382 623 
403 494 403 433 433 372 532 377 569 451 544 517 456 489 512 496 463 512 398 507 438 637 371 624 
402 494 399 434 427 372 525 377 563 450 540 517 453 489 508 496 464 513 395 513 438 639 365 633 
396 495 396 435 422 372 518 376 558 450 536 517 448 489 504 495 461 514 390 515 437 641 363 639 
392 498 392 435 416 373 513 375 553 450 531 518 441 490 498 495 458 516 382 515 436 644 359 644 
388 499 389 436 410 373 506 373 544 449 525 518 437 491 492 495 454 515 373 518 435 643 354 648 
382 504 385 439 405 374 501 373 536 447 520 519 432 493 486 495 446 516 366 521 434 642 351 651 
376 505 380 441 399 375 495 373 529 447 515 519 426 493 480 496 442 516 363 520 433 644 352 651 
371 506 376 442 394 376 490 373 523 447 510 519 421 494 474 496 437 516 359 521 432 649 352 651 
367 506 371 443 389 376 486 373 517 447 508 518 417 495 472 497 438 516 357 521 431 651 352 654 
362 506 365 444 385 377 483 373 515 447 505 518 413 496 470 498 438 516 354 521 429 655 351 654 
357 507 362 444 382 377 482 373 516 448 504 518 411 496 468 499 437 517 351 521 431 656 350 655 
354 508 361 445 380 377 481 373 515 448 505 519 410 497 467 500 435 519 349 521 431 661 349 656 
355 508 361 445 380 377 480 372 516 447 505 519 410 498 466 501 436 519 347 522 431 662 348 656 
355 508 361 445 379 377 480 372 517 447 505 520 409 498 466 502 436 519 345 521 432 666 347 657 
354 508 362 445 379 376 480 372 518 446 505 519 408 499 466 502 436 520 343 521 432 666 346 656 
354 508 363 445 379 377 480 371 519 445 505 519 409 499 466 502 436 520 341 521 432 666 344 656 
356 509 364 446 380 377 480 371 519 445 506 519 410 500 467 502 434 520 341 521 432 668 344 656 
356 510 364 446 380 377 481 369 519 445 506 520 411 500 468 502 433 519 341 521 435 666 345 656 
359 511 366 446 381 377 481 368 519 445 507 520 414 500 472 502 433 520 342 521 436 668 345 657 
363 514 370 448 382 377 483 367 523 445 509 520 421 500 478 502 432 521 343 521 436 668 345 657 
372 515 376 450 387 377 486 365 528 444 515 520 429 502 485 502 433 522 344 520 438 671 345 657 
378 515 382 451 393 378 491 364 534 444 520 521 435 502 490 502 434 523 348 520 439 671 345 657 
385 516 388 451 399 378 497 363 540 444 524 521 440 501 495 502 434 524 354 520 440 669 345 657 
391 516 393 451 405 378 504 363 547 444 529 521 447 501 502 502 440 520 360 520 444 668 347 657 
391 519 398 453 411 379 509 363 551 443 532 521 453 501 506 502 450 512 366 520 455 664 349 658 
392 520 403 453 416 379 513 363 554 442 534 521 455 502 507 503 454 510 369 516 464 657 358 654 
390 519 404 453 418 377 517 363 557 442 536 518 453 502 508 503 456 513 368 516 467 654 372 651 
388 504 404 449 421 375 518 363 560 440 534 509 452 501 509 503 462 513 369 516 471 652 385 650 
383 490 403 442 424 372 519 363 561 438 531 493 451 499 507 502 466 514 369 519 474 650 392 649 
378 479 402 433 424 370 519 363 561 437 518 487 450 499 506 503 475 526 369 520 480 650 393 647 
377 479 399 426 422 367 517 363 559 437 501 488 449 497 505 503 476 539 368 521 485 649 396 645 
377 480 390 425 421 367 516 363 558 437 497 492 449 497 505 503 482 545 369 525 488 649 399 642 
377 482 382 427 416 367 511 364 558 437 495 495 449 497 505 503 477 544 369 527 488 649 399 642 
377 483 374 428 410 368 504 365 557 437 494 496 448 497 505 503 468 541 369 528 486 648 399 640 
377 485 369 429 398 369 496 368 555 437 491 497 442 497 502 501 465 539 369 531 485 649 399 639 
375 485 364 429 389 369 490 368 548 437 489 497 438 493 499 497 463 538 370 534 485 649 399 640 
371 483 360 422 385 362 485 360 541 433 486 496 433 485 494 484 460 538 368 536 485 649 398 640 
368 482 358 414 381 346 481 340 532 419 486 490 431 468 492 465 459 538 369 535 485 649 398 639 
363 475 357 402 377 328 476 316 521 401 485 480 428 453 491 448 465 538 369 535 485 649 399 639 
350 460 356 384 375 305 478 289 516 375 487 458 423 440 484 433 471 535 370 533 487 649 399 640 
336 433 355 360 374 281 479 268 518 350 499 434 419 429 478 423 473 534 371 533 487 648 399 640 
313 408 350 336 376 255 481 243 523 320 536 404 415 414 476 412 475 530 374 530 487 647 399 640 
302 386 349 319 376 243 482 228 525 294 566 371 412 409 472 408 475 530 379 527 488 647 400 640 
289 368 345 308 377 235 484 226 535 281 591 347 411 407 472 408 475 530 383 527 488 647 400 640 
279 351 338 298 378 236 484 222 544 267 604 316 410 403 471 403 475 530 389 525 489 647 400 640 
274 331 332 289 378 234 485 219 556 259 630 293 408 404 470 404 476 530 393 525 491 647 400 640 
265 318 323 281 378 231 485 216 560 244 644 268 406 400 469 400 476 529 395 524 493 647 400 641 
261 306 318 275 378 232 485 215 564 238 654 251 403 397 467 398 476 529 396 524 495 647 401 641 
252 293 315 269 376 230 485 213 570 230 668 239 402 396 465 396 476 527 397 524 495 647 401 641 
251 283 313 265 376 229 486 211 572 226 675 226 400 395 464 396 476 526 397 524 495 646 401 641 
246 270 310 259 376 228 486 208 575 217 675 209 400 395 462 395 476 526 397 524 495 647 402 641 
243 262 308 254 375 226 486 206 576 210 674 195 398 394 461 394 475 525 396 525 495 647 402 641 
242 260 307 253 373 226 486 206 575 204 668 188 398 393 461 392 474 523 396 525 494 647 402 641 
242 258 308 250 373 224 486 207 574 205 667 186 396 393 458 392 474 521 395 525 495 647 402 640 
243 258 306 251 373 224 486 205 573 200 665 183 397 392 459 391 474 521 395 525 494 647 402 641 
241 257 306 250 373 221 486 204 573 200 665 182 397 391 458 391 473 521 395 525 494 647 402 641 
243 258 305 251 372 223 485 204 573 199 663 184 396 392 458 391 473 521 395 526 494 647 402 641 
240 259 305 250 372 222 485 203 573 195 664 182 396 392 458 391 473 521 395 526 494 647 402 641 
241 259 306 251 372 223 482 204 569 197 663 182 396 392 458 390 473 521 395 527 493 647 402 642 
243 258 307 251 372 223 482 204 568 198 660 182 396 392 457 391 472 521 395 526 493 646 402 642 
244 259 307 252 372 223 482 203 565 199 657 182 396 392 457 391 472 521 395 527 493 648 402 642 
244 260 306 251 372 223 482 204 566 197 658 181 396 393 457 391 472 521 395 526 494 648 402 642 
244 261 305 252 371 223 480 201 564 196 657 183 396 393 457 391 471 521 395 527 494 648 402 642 
240 262 305 252 371 223 480 202 565 201 662 184 396 393 457 392 471 525 394 526 496 648 402 642 
240 276 306 260 371 223 477 202 560 215 660 212 396 395 458 394 472 525 391 526 496 648 402 642 
241 298 309 271 371 224 475 205 549 234 638 251 398 398 459 397 473 526 390 526 496 647 399 642 
258 344 321 295 371 231 474 213 541 265 596 325 406 410 464 410 473 538 386 530 494 649 397 643 
276 377 332 319 369 247 474 232 533 298 558 377 411 413 470 413 473 539 383 530 493 649 397 643 
298 414 339 345 366 268 472 255 526 329 527 418 414 422 472 421 474 538 374 529 492 650 397 643 
319 442 345 368 365 289 469 276 517 359 502 451 417 434 475 431 475 543 366 530 491 651 397 643 
341 461 351 388 365 307 468 298 514 383 483 468 418 446 477 441 472 544 367 530 489 651 396 643 
358 474 357 403 365 325 467 315 516 398 480 478 422 456 481 451 468 542 368 531 488 651 396 644 
363 478 359 412 367 338 467 330 520 411 481 488 425 465 484 459 475 550 369 534 487 651 397 644 
364 484 359 422 370 348 468 342 527 415 484 491 424 471 484 465 474 549 369 536 486 652 397 643 
366 489 359 430 376 359 475 355 535 426 487 495 425 482 485 480 471 543 370 536 485 652 397 643 
370 488 360 436 383 369 481 362 540 434 489 497 428 491 487 489 467 545 370 538 485 652 397 643 
373 489 365 434 392 372 489 367 545 437 492 498 433 495 491 496 465 545 370 538 485 652 397 642 
377 488 372 434 399 372 494 365 548 439 493 496 439 496 498 496 465 544 373 537 486 652 398 643 
382 487 380 433 406 370 501 365 549 441 495 495 444 492 503 495 465 540 374 535 486 652 398 643 
386 484 387 431 411 367 507 363 551 440 497 493 448 492 506 493 467 536 377 532 486 651 398 642 
388 484 394 430 417 365 513 362 554 439 497 491 453 492 510 493 473 531 381 528 486 650 398 641 
394 481 396 428 424 366 519 363 559 439 501 490 456 492 514 494 477 525 385 524 486 650 398 641 
398 480 400 429 428 367 525 364 564 440 506 488 459 491 517 494 482 522 391 519 487 648 398 639 
402 480 404 430 434 369 530 364 569 441 511 488 465 491 522 494 486 520 396 517 488 648 399 639 
407 479 410 430 438 369 534 364 573 439 516 487 468 490 525 493 487 522 400 514 489 648 400 636 
411 478 416 429 445 369 538 364 577 439 522 486 473 490 530 494 489 520 404 513 490 647 402 634 
416 478 423 428 452 369 544 364 581 440 525 486 477 490 533 495 492 521 408 511 491 647 404 634 
420 476 428 428 457 369 548 364 585 440 527 486 483 492 536 498 492 520 412 508 491 647 404 633 
424 474 432 428 461 368 551 364 587 440 531 486 484 492 537 499 494 521 412 508 491 647 406 633 
427 474 435 427 465 368 554 364 589 440 531 486 486 492 538 500 493 522 415 508 495 643 413 630 
429 473 437 427 467 368 555 364 588 440 531 486 487 492 539 499 496 521 420 509 498 640 421 631 
430 472 438 426 469 368 555 364 588 439 530 486 487 492 540 499 496 520 422 509 501 639 424 631 
430 472 436 425 468 368 556 364 588 440 530 486 488 492 540 499 496 520 422 509 501 639 427 630 
429 472 434 425 466 367 554 364 588 440 529 486 488 491 540 498 496 518 421 510 503 637 431 628 
427 473 433 425 464 367 553 363 588 439 530 486 487 492 539 498 506 530 420 512 507 637 434 628 
426 473 430 425 460 369 548 363 588 438 529 486 486 493 538 498 506 528 420 513 506 635 436 628 
426 473 424 426 451 371 541 365 587 436 529 486 484 490 537 496 503 526 419 514 506 635 437 628 
423 475 413 428 440 375 532 369 585 436 529 487 479 491 533 495 504 526 419 514 508 635 436 627 
421 476 403 430 427 377 520 372 579 432 526 487 468 490 525 492 492 527 418 520 507 635 438 627 
414 478 393 431 415 378 508 372 572 430 519 488 462 487 517 487 485 529 415 522 507 635 437 627 
410 479 385 431 406 377 494 369 555 420 510 488 455 483 511 479 479 529 410 525 507 635 437 627 
405 478 382 424 401 368 493 358 551 417 504 485 455 474 512 468 477 530 409 528 506 635 437 628 
403 474 382 411 393 343 487 329 538 399 498 479 454 456 513 448 480 527 407 527 508 635 437 627 
402 465 383 392 390 319 484 303 523 385 497 469 451 439 511 432 481 522 407 526 509 635 438 627 
398 451 383 371 384 296 476 279 508 364 495 450 441 425 497 416 484 522 410 525 510 635 438 627 
394 428 378 353 378 274 473 260 502 346 490 431 429 416 482 408 488 522 412 525 510 635 437 627 
389 413 375 338 375 253 471 241 500 330 488 414 421 411 477 403 487 522 414 525 510 635 437 628 
379 407 371 330 374 244 468 229 502 317 485 398 416 405 470 398 483 522 414 525 510 635 435 628 
367 402 366 330 371 240 467 223 503 313 481 391 412 403 466 397 475 522 415 525 503 632 434 627 
354 401 358 333 366 242 463 223 495 312 478 392 408 402 461 396 463 522 415 524 486 629 434 626 
341 402 351 332 363 240 458 221 490 313 477 395 405 401 456 396 449 522 416 524 459 626 438 629 
333 401 344 332 357 242 457 222 486 317 477 400 402 402 456 397 440 523 417 523 442 636 436 627 
326 403 338 332 350 243 453 223 482 319 478 404 399 404 454 400 435 528 417 526 425 645 430 639 
318 403 333 329 343 241 448 225 480 322 479 408 395 407 448 402 428 534 417 532 414 662 424 649 
309 405 327 332 335 242 446 228 476 326 480 409 389 409 446 401 423 535 417 536 406 671 449 644 
303 405 323 331 331 237 443 223 473 326 481 409 381 409 441 401 416 535 405 534 404 670 446 642 
294 402 315 324 321 228 438 209 468 318 480 410 362 407 427 402 412 544 353 536 402 679 417 588 
287 398 306 318 313 219 433 198 466 310 473 408 353 408 419 402 413 553 331 539 403 684 394 598 
282 397 300 312 305 210 427 187 454 301 454 404 341 405 411 401 414 552 317 543 408 678 367 643 
271 397 290 310 295 205 419 181 446 295 438 404 329 404 402 402 410 554 301 546 404 676 333 665 
261 399 276 312 283 203 410 175 439 288 422 403 318 405 392 402 407 557 286 562 400 683 290 700 
250 418 263 313 270 207 398 173 433 285 407 398 310 410 386 406 402 560 278 584 398 685 265 733 
238 432 248 315 254 206 386 170 422 285 391 395 290 414 372 407 394 560 265 597 399 689 255 744 
